date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:50:46	24184/24184	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Oct%202020%2007:15:41%20GMT	https://retrina.com/demo/arshia/arshia/cv/portfolio.html	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/portfolio.html	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:46	30953/30953	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:38%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-02.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-02.jpg	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:47	30885/30885	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:40%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-03.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-03.jpg	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:47	34330/34330	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:40%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-04.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-04.jpg	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:48	13211/13211	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:40%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-05.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-05.jpg	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:48	23598/23598	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:42%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-06.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-06.jpg	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:48	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669fdbbe-4d7%22	https://retrina.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:49	88145/88145	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2013%20Sep%202019%2005:21:52%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/jquery-3.4.1.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/jquery-3.4.1.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:49	131599/131599	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2018%20Oct%202020%2006:57:49%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/bootstrap.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/bootstrap.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:49	2302/2302	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Oct%202020%2012:51:03%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/jquery.easing.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/jquery.easing.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:49	3761/3761	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Oct%202020%2012:52:01%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/jquery.countTo.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/jquery.countTo.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:50	32714/32714	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Oct%202020%2012:51:12%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/typed.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/typed.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:50	20216/20216	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Oct%202020%2012:52:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/jquery.magnific-popup.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/jquery.magnific-popup.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:50	34709/34709	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Oct%202020%2012:51:39%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/isotope.pkgd.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/isotope.pkgd.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:50	44342/44342	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2011%20Oct%202020%2012:51:25%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/owl.carousel.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/owl.carousel.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:50	23364/23364	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Mar%202017%2007:46:20%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/particles.min.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/particles.min.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:50:51	2735/2735	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2013%20Jan%202020%2003:19:20%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/snow.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/snow.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:51:05	16225/16225	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2026%20Oct%202020%2010:20:03%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/js/arshia.js	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/js/arshia.js	(from https://retrina.com/demo/arshia/arshia/cv/particle-02.html)
22:51:06	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Jun%202018%2001:53:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont3e6e.eot	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/font-awesome.min.css)
22:51:06	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Jun%202018%2001:53:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont.eot?	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfontd41d.eot	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/font-awesome.min.css)
22:51:07	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2027%20Jun%202018%2001:53:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/font-awesome.min.css)
22:51:07	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2027%20Jun%202018%2001:53:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont3e6e.woff	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/font-awesome.min.css)
22:51:08	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2027%20Jun%202018%2001:53:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/font-awesome.min.css)
22:51:11	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Jun%202018%2001:53:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/fontawesome-webfont3e6e.svg	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/font-awesome.min.css)
22:51:11	147388/147388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Jan%202019%2016:21:38%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons.eot?y2l643	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons5594.eot	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/LineIcons.css)
22:51:17	147216/147216	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2002%20Jan%202019%2016:21:38%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons.ttf?y2l643	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons5594.ttf	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/LineIcons.css)
22:51:21	147292/147292	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Jan%202019%2016:21:38%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons.woff?y2l643	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons5594.woff	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/LineIcons.css)
22:51:21	573011/573011	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Jan%202019%2016:21:38%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons.svg?y2l643	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/fonts/LineIcons5594.svg	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/LineIcons.css)
22:51:22	827/827	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2021:51:24%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/css/owl.video.play.png	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/css/owl.video.play.36.delayed	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/owl.carousel.min.css)
22:51:24	337348/337348	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Oct%202020%2009:07:39%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/hero-01.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/hero-01.jpg	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/main.css)
22:51:26	270138/270138	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Apr%202020%2008:03:44%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/home-bg-3.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/home-bg-3.jpg	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/main.css)
22:51:26	284740/284740	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:56%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/home-bg.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/home-bg.jpg	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/main.css)
22:51:27	317071/317071	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Oct%202020%2009:46:18%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/hero-001.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/hero-001.jpg	(from https://retrina.com/demo/arshia/arshia/cv/assets/css/main.css)
22:51:28	2035/2035	---MCZ	200	added ('OK')	text/css	date:Mon,%2026%20Oct%202020%2008:07:57%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/css/color/green-color.css	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/css/color/green-color.css	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:29	107277/107277	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Oct%202020%2020:11:51%20GMT	https://retrina.com/demo/arshia/arshia/cv/colorfull.html	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/colorfull.html	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:29	24901/24901	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:36%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-07.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-07.jpg	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:29	29952/29952	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Oct%202020%2020:11:51%20GMT	https://retrina.com/demo/arshia/arshia/cv/blog-single.html	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/blog-single.html	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:30	30363/30363	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:54%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-08.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-08.jpg	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:30	23967/23967	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:00%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-09.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-09.jpg	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:31	20641/20641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:32%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-10.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-10.jpg	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:31	23079/23079	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:02%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-11.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-11.jpg	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:31	25550/25550	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:06%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/blog-12.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/blog-12.jpg	(from https://retrina.com/demo/arshia/arshia/cv/blog.html)
22:51:31	2032/2032	---MCZ	200	added ('OK')	text/css	date:Mon,%2026%20Oct%202020%2008:08:24%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/css/color/blue-color.css	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/css/color/blue-color.css	(from https://retrina.com/demo/arshia/arshia/cv/portfolio.html)
22:51:39	9283/9283	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Oct%202020%2007:15:29%20GMT	https://retrina.com/demo/arshia/arshia/cv/portfolio-single.html	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/portfolio-single.html	(from https://retrina.com/demo/arshia/arshia/cv/portfolio.html)
22:51:39	2545/2545	---MCZ	200	added ('OK')	text/css	date:Fri,%2023%20Oct%202020%2008:02:20%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/css/color/colorfull-main.css	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/css/color/colorfull-main.css	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
